apt_seq	area_type	floor_band	n_trades_24m	last_deal_ym	last_price_manwon	last_price_per_m2	mean_price_per_m2_24m	price_source
11110-2322	18.0	LOW	0				680.3791045739115	COMPLEX_MEAN
11110-2322	18.0	MID	1	202411.0	11500.0	689.862027594481	689.862027594481	CELL_LAST
11110-2334	12.0	HIGH	4	202602.0	9100.0	752.6881720430108	741.7094206296745	CELL_LAST
11110-2334	12.0	LOW	0				759.6317551904482	COMPLEX_MEAN
11110-2334	12.0	MID	3	202510.0	10500.0	868.4863523573201	783.5282012714797	CELL_LAST
11110-2336	18.0	HIGH	3	202604.0	10000.0	557.7244841048522	646.5629141787476	CELL_LAST
11110-2336	18.0	LOW	0				646.5629141787476	COMPLEX_MEAN
11110-2336	18.0	MID	0				646.5629141787476	COMPLEX_MEAN
11110-2339	18.0	HIGH	14	202607.0	12300.0	690.5844702711807	645.9542686082611	CELL_LAST
11110-2339	18.0	LOW	0				647.2869334203411	COMPLEX_MEAN
11110-2339	18.0	MID	6	202606.0	11500.0	590.7736566320764	650.3964846485281	CELL_LAST
11110-2343	15.0	HIGH	8	202604.0	10550.0	665.4052349416588	675.4966887417219	CELL_LAST
11110-2343	15.0	LOW	0				675.4966887417219	COMPLEX_MEAN
11110-2343	15.0	MID	0				675.4966887417219	COMPLEX_MEAN
11110-2344	12.0	HIGH	3	202508.0	13100.0	1078.1893004115227	921.8106995884773	CELL_LAST
11110-2344	12.0	LOW	0				921.8106995884773	COMPLEX_MEAN
11110-2344	12.0	MID	0				921.8106995884773	COMPLEX_MEAN
11110-2348	15.0	HIGH	4	202605.0	10800.0	700.3891050583658	711.8696794327361	CELL_LAST
11110-2348	15.0	LOW	0				711.8696794327361	COMPLEX_MEAN
11110-2348	15.0	MID	0				711.8696794327361	COMPLEX_MEAN
11110-2359	18.0	HIGH	3	202605.0	18500.0	1089.5170789163722	1063.9968590498627	CELL_LAST
11110-2359	18.0	LOW	0				1108.4343446923913	COMPLEX_MEAN
11110-2359	18.0	MID	3	202511.0	18500.0	1089.5170789163722	1079.7016097369453	CELL_LAST
11110-2359	21.0	HIGH	2	202506.0	24000.0	1208.4592145015106	1180.7653575025176	CELL_LAST
11110-2359	21.0	LOW	0				1108.4343446923913	COMPLEX_MEAN
11110-2359	21.0	MID	1	202511.0	23500.0	1183.2829808660624	1183.2829808660624	CELL_LAST
11110-2366	12.0	HIGH	0				776.2128325508608	COMPLEX_MEAN
11110-2366	12.0	LOW	3	202505.0	10000.0	782.4726134585289	779.8643714136673	CELL_LAST
11110-2366	12.0	MID	2	202607.0	10300.0	805.9467918622848	770.735524256651	CELL_LAST
11110-2368	15.0	HIGH	10	202607.0	10300.0	682.571239231279	864.2426670360761	CELL_LAST
11110-2368	15.0	LOW	0				864.2426670360761	COMPLEX_MEAN
11110-2368	15.0	MID	0				864.2426670360761	COMPLEX_MEAN
11110-2411	15.0	HIGH	1	202506.0	15500.0	1090.7811400422238	1090.7811400422238	CELL_LAST
11110-2411	15.0	LOW	0				904.1987232920405	COMPLEX_MEAN
11110-2411	15.0	MID	0				904.1987232920405	COMPLEX_MEAN
11110-2411	18.0	HIGH	2	202607.0	12700.0	678.4188034188035	810.9075149169489	CELL_LAST
11110-2411	18.0	LOW	0				904.1987232920405	COMPLEX_MEAN
11110-2411	18.0	MID	0				904.1987232920405	COMPLEX_MEAN
11110-2411	48.0	HIGH	0				904.1987232920405	COMPLEX_MEAN
11110-2411	48.0	LOW	0				904.1987232920405	COMPLEX_MEAN
11110-2411	48.0	MID	0				904.1987232920405	COMPLEX_MEAN
11110-2417	84.0	HIGH	14	202606.0	147500.0	1755.358902466309	1528.2122734423933	CELL_LAST
11110-2417	84.0	LOW	3	202601.0	138000.0	1641.528286625113	1462.3158560096992	CELL_LAST
11110-2417	84.0	MID	2	202509.0	121700.0	1440.3662341228323	1426.475769125037	CELL_LAST
11110-2417	114.0	HIGH	2	202512.0	142500.0	1266.3278536142773	1286.3225039345027	CELL_LAST
11110-2417	114.0	LOW	0				1476.1402100689722	COMPLEX_MEAN
11110-2417	114.0	MID	1	202602.0	143000.0	1267.568679175708	1267.568679175708	CELL_LAST
11110-2440	15.0	HIGH	1	202603.0	14500.0	987.5702366763154	987.5702366763154	CELL_LAST
11110-2440	15.0	LOW	0				1039.9779530473947	COMPLEX_MEAN
11110-2440	15.0	MID	2	202603.0	13200.0	930.6785492695584	1194.0980010097153	CELL_LAST
11110-2440	18.0	HIGH	3	202604.0	15000.0	899.7120921305182	1036.2384398367346	CELL_LAST
11110-2440	18.0	LOW	1	202605.0	15000.0	899.7120921305182	899.7120921305182	CELL_LAST
11110-2440	18.0	MID	1	202508.0	19000.0	1014.1338229642598	1014.1338229642598	CELL_LAST
11110-2440	21.0	HIGH	1	202603.0	22500.0	1094.7679821723116	1094.7679821723116	CELL_LAST
11110-2440	21.0	LOW	0				1039.9779530473947	COMPLEX_MEAN
11110-2440	21.0	MID	1	202603.0	20000.0	906.6840750009068	906.6840750009068	CELL_LAST
11110-2445	60.0	HIGH	4	202606.0	230000.0	3842.638923927444	3345.082022937944	CELL_LAST
11110-2445	60.0	LOW	6	202605.0	192000.0	3207.1894496830396	3206.894639797502	CELL_LAST
11110-2445	60.0	MID	3	202604.0	209000.0	3491.7892830471123	3557.868366623486	CELL_LAST
11110-2445	78.0	HIGH	1	202507.0	246000.0	3154.909924756681	3154.909924756681	CELL_LAST
11110-2445	78.0	LOW	0				2915.509272687666	COMPLEX_MEAN
11110-2445	78.0	MID	0				2915.509272687666	COMPLEX_MEAN
11110-2445	84.0	HIGH	14	202606.0	264500.0	3117.7838627279257	2761.2885923163403	CELL_LAST
11110-2445	84.0	LOW	14	202606.0	273000.0	3217.9772949895037	2826.664199229515	CELL_LAST
11110-2445	84.0	MID	19	202607.0	273000.0	3217.9772949895037	2915.4971416124354	CELL_LAST
11110-2445	102.0	HIGH	2	202506.0	283000.0	2774.7437529046565	2691.403392835082	CELL_LAST
11110-2445	102.0	LOW	5	202605.0	316000.0	3098.3004449394753	2796.8503187515034	CELL_LAST
11110-2445	102.0	MID	1	202502.0	273000.0	2679.1602550010994	2679.1602550010994	CELL_LAST
11110-2445	117.0	HIGH	1	202510.0	340000.0	2906.3257033735604	2906.3257033735604	CELL_LAST
11110-2445	117.0	LOW	0				2915.509272687666	COMPLEX_MEAN
11110-2445	117.0	MID	0				2915.509272687666	COMPLEX_MEAN
11110-2445	138.0	HIGH	1	202604.0	385000.0	2776.709966513599	2776.709966513599	CELL_LAST
11110-2445	138.0	LOW	0				2915.509272687666	COMPLEX_MEAN
11110-2445	138.0	MID	2	202510.0	367000.0	2646.8897602869893	2513.463437220751	CELL_LAST
11110-2446	60.0	HIGH	2	202503.0	192500.0	3216.121708069709	3090.818264898162	CELL_LAST
11110-2446	60.0	LOW	9	202605.0	212500.0	3556.20562064574	3419.0800811293957	CELL_LAST
11110-2446	60.0	MID	7	202509.0	219000.0	3658.860540609175	3063.285790650297	CELL_LAST
11110-2446	78.0	HIGH	2	202510.0	237000.0	3051.988106260696	2775.119986916371	CELL_LAST
11110-2446	78.0	LOW	0				2894.9891049519747	COMPLEX_MEAN
11110-2446	78.0	MID	0				2894.9891049519747	COMPLEX_MEAN
11110-2446	84.0	HIGH	17	202604.0	260000.0	3064.7402809423843	2763.3372541826	CELL_LAST
11110-2446	84.0	LOW	10	202512.0	238000.0	2805.4161033241826	2730.1855716260607	CELL_LAST
11110-2446	84.0	MID	12	202605.0	260000.0	3064.7402809423843	2734.221814200109	CELL_LAST
11110-2446	117.0	HIGH	0				2894.9891049519747	COMPLEX_MEAN
11110-2446	117.0	LOW	1	202603.0	325000.0	2779.2434129793232	2779.2434129793232	CELL_LAST
11110-2446	117.0	MID	1	202509.0	325000.0	2779.2434129793232	2779.2434129793232	CELL_LAST
11110-2450	42.0	HIGH	2	202604.0	28500.0	663.7168141592921	669.5388914764789	CELL_LAST
11110-2450	42.0	LOW	0				665.6622203535652	COMPLEX_MEAN
11110-2450	42.0	MID	1	202606.0	30000.0	710.0591715976332	710.0591715976332	CELL_LAST
11110-2450	45.0	HIGH	2	202607.0	29500.0	662.0287253141831	639.5870736086176	CELL_LAST
11110-2450	45.0	LOW	0				665.6622203535652	COMPLEX_MEAN
11110-2450	45.0	MID	0				665.6622203535652	COMPLEX_MEAN
11110-2464	33.0	HIGH	0				2552.418972229528	COMPLEX_MEAN
11110-2464	33.0	LOW	2	202510.0	80000.0	2354.187511035254	2354.187511035254	CELL_LAST
11110-2464	33.0	MID	2	202608.0	98000.0	2883.879701018186	2736.7429815784826	CELL_LAST
11110-2464	36.0	HIGH	8	202604.0	95000.0	2549.411622633408	2487.0181276584326	CELL_LAST
11110-2464	36.0	LOW	3	202510.0	82500.0	2213.962724918486	2106.619077649711	CELL_LAST
11110-2464	36.0	MID	12	202606.0	100000.0	2683.591181719377	2509.1577549076173	CELL_LAST
11110-2464	45.0	HIGH	12	202605.0	134000.0	2920.72625820092	2730.915378858883	CELL_LAST
11110-2464	45.0	LOW	0				2552.418972229528	COMPLEX_MEAN
11110-2464	45.0	MID	6	202605.0	139000.0	3029.7085812681185	2596.6854842811167	CELL_LAST
11110-25	84.0	HIGH	17	202607.0	129500.0	1525.323910482921	1366.8280499745733	CELL_LAST
11110-25	84.0	LOW	11	202607.0	120000.0	1413.4275618374556	1339.9976665111005	CELL_LAST
11110-25	84.0	MID	10	202606.0	119000.0	1401.6489988221435	1293.466231082072	CELL_LAST
11110-2502	57.0	HIGH	1	202601.0	51000.0	898.3618108155715	898.3618108155715	CELL_LAST
11110-2502	57.0	LOW	0				820.0566684570882	COMPLEX_MEAN
11110-2502	57.0	MID	0				820.0566684570882	COMPLEX_MEAN
11110-2502	60.0	HIGH	1	202601.0	50000.0	842.034355001684	842.034355001684	CELL_LAST
11110-2502	60.0	LOW	0				820.0566684570882	COMPLEX_MEAN
11110-2502	60.0	MID	0				820.0566684570882	COMPLEX_MEAN
11110-2502	63.0	HIGH	1	202503.0	50000.0	796.8127490039841	796.8127490039841	CELL_LAST
11110-2502	63.0	LOW	0				820.0566684570882	COMPLEX_MEAN
11110-2502	63.0	MID	0				820.0566684570882	COMPLEX_MEAN
11110-2502	72.0	HIGH	0				820.0566684570882	COMPLEX_MEAN
11110-2502	72.0	LOW	0				820.0566684570882	COMPLEX_MEAN
11110-2502	72.0	MID	2	202607.0	62000.0	844.8017441068265	793.7048644229459	CELL_LAST
11110-2502	75.0	HIGH	0				820.0566684570882	COMPLEX_MEAN
11110-2502	75.0	LOW	0				820.0566684570882	COMPLEX_MEAN
11110-2502	75.0	MID	0				820.0566684570882	COMPLEX_MEAN
11110-2502	78.0	HIGH	1	202605.0	61000.0	795.7213670753979	795.7213670753979	CELL_LAST
11110-2502	78.0	LOW	0				820.0566684570882	COMPLEX_MEAN
11110-2502	78.0	MID	0				820.0566684570882	COMPLEX_MEAN
11110-2519	60.0	HIGH	2	202510.0	156000.0	2614.2169833611792	2480.154573958042	CELL_LAST
11110-2519	60.0	LOW	3	202510.0	150000.0	2513.6701763088263	2415.9163361190385	CELL_LAST
11110-2519	60.0	MID	3	202605.0	172000.0	2882.3418021674543	2544.3928117970454	CELL_LAST
11110-2519	84.0	HIGH	5	202603.0	195000.0	2297.382633201067	2094.741703503332	CELL_LAST
11110-2519	84.0	LOW	2	202505.0	168500.0	1985.1742240737426	1975.1599920828662	CELL_LAST
11110-2519	84.0	MID	4	202605.0	183000.0	2156.0052403886934	2176.622776840498	CELL_LAST
11110-2519	105.0	HIGH	0				2249.119190187669	COMPLEX_MEAN
11110-2519	105.0	LOW	0				2249.119190187669	COMPLEX_MEAN
11110-2519	105.0	MID	1	202510.0	210000.0	2010.6276030446647	2010.6276030446647	CELL_LAST
11110-2539	120.0	HIGH	3	202603.0	325000.0	2736.865152548653	2638.618711175112	CELL_LAST
11110-2539	120.0	LOW	0				3123.3890127732902	COMPLEX_MEAN
11110-2539	120.0	MID	0				3123.3890127732902	COMPLEX_MEAN
11110-2539	147.0	HIGH	1	202601.0	475000.0	3207.054168832835	3207.054168832835	CELL_LAST
11110-2539	147.0	LOW	0				3123.3890127732902	COMPLEX_MEAN
11110-2539	147.0	MID	1	202606.0	500000.0	3388.6588366056485	3388.6588366056485	CELL_LAST
11110-2539	159.0	HIGH	2	202602.0	515000.0	3252.8233243222758	3205.4521108612716	CELL_LAST
11110-2539	159.0	LOW	0				3123.3890127732902	COMPLEX_MEAN
11110-2539	159.0	MID	0				3123.3890127732902	COMPLEX_MEAN
11110-2539	183.0	HIGH	0				3123.3890127732902	COMPLEX_MEAN
11110-2539	183.0	LOW	0				3123.3890127732902	COMPLEX_MEAN
11110-2539	183.0	MID	1	202601.0	740000.0	4064.6387414999617	4064.6387414999617	CELL_LAST
11110-2561	18.0	HIGH	0				1437.4700527072353	COMPLEX_MEAN
11110-2561	18.0	LOW	0				1437.4700527072353	COMPLEX_MEAN
11110-2561	18.0	MID	0				1437.4700527072353	COMPLEX_MEAN
11110-2561	21.0	HIGH	1	202502.0	30000.0	1437.4700527072353	1437.4700527072353	CELL_LAST
11110-2561	21.0	LOW	0				1437.4700527072353	COMPLEX_MEAN
11110-2561	21.0	MID	0				1437.4700527072353	COMPLEX_MEAN
11110-2561	24.0	HIGH	0				1437.4700527072353	COMPLEX_MEAN
11110-2561	24.0	LOW	0				1437.4700527072353	COMPLEX_MEAN
11110-2561	24.0	MID	0				1437.4700527072353	COMPLEX_MEAN
11110-2561	27.0	HIGH	0				1437.4700527072353	COMPLEX_MEAN
11110-2561	27.0	LOW	0				1437.4700527072353	COMPLEX_MEAN
11110-2561	27.0	MID	0				1437.4700527072353	COMPLEX_MEAN
11110-2584	78.0	HIGH	0				1659.9734335047726	COMPLEX_MEAN
11110-2584	78.0	LOW	0				1659.9734335047726	COMPLEX_MEAN
11110-2584	78.0	MID	1	202605.0	129500.0	1685.7589169487114	1685.7589169487114	CELL_LAST
11110-2584	84.0	HIGH	1	202510.0	144000.0	1695.1147733961152	1695.1147733961152	CELL_LAST
11110-2584	84.0	LOW	0				1659.9734335047726	COMPLEX_MEAN
11110-2584	84.0	MID	1	202509.0	135855.0	1599.0466101694917	1599.0466101694917	CELL_LAST
11110-26	45.0	HIGH	1	202504.0	70000.0	1577.642551273383	1577.642551273383	CELL_LAST
11110-26	45.0	LOW	0				1409.3758374529898	COMPLEX_MEAN
11110-26	45.0	MID	0				1409.3758374529898	COMPLEX_MEAN
11110-26	48.0	HIGH	4	202606.0	66500.0	1402.0662028252161	1378.347037739827	CELL_LAST
11110-26	48.0	LOW	0				1409.3758374529898	COMPLEX_MEAN
11110-26	48.0	MID	1	202603.0	72200.0	1522.2433059245204	1522.2433059245204	CELL_LAST
11110-26	51.0	HIGH	0				1409.3758374529898	COMPLEX_MEAN
11110-26	51.0	LOW	1	202503.0	65700.0	1301.2477718360071	1301.2477718360071	CELL_LAST
11110-26	51.0	MID	0				1409.3758374529898	COMPLEX_MEAN
11110-26	60.0	HIGH	1	202509.0	85000.0	1390.4793063962047	1390.4793063962047	CELL_LAST
11110-26	60.0	LOW	0				1409.3758374529898	COMPLEX_MEAN
11110-26	60.0	MID	1	202606.0	89500.0	1507.7493261455527	1507.7493261455527	CELL_LAST
11110-26	66.0	HIGH	0				1409.3758374529898	COMPLEX_MEAN
11110-26	66.0	LOW	0				1409.3758374529898	COMPLEX_MEAN
11110-26	66.0	MID	1	202601.0	97500.0	1482.2134387351778	1482.2134387351778	CELL_LAST
11110-26	114.0	HIGH	0				1409.3758374529898	COMPLEX_MEAN
11110-26	114.0	LOW	1	202604.0	139000.0	1208.1703607127336	1208.1703607127336	CELL_LAST
11110-26	114.0	MID	0				1409.3758374529898	COMPLEX_MEAN
11110-26	171.0	HIGH	0				1409.3758374529898	COMPLEX_MEAN
11110-26	171.0	LOW	0				1409.3758374529898	COMPLEX_MEAN
11110-26	171.0	MID	0				1409.3758374529898	COMPLEX_MEAN
11110-30	30.0	HIGH	8	202604.0	37000.0	1284.7222222222222	1223.9583333333333	CELL_LAST
11110-30	30.0	LOW	2	202604.0	35000.0	1215.2777777777778	1241.3194444444443	CELL_LAST
11110-30	30.0	MID	1	202502.0	31000.0	1076.388888888889	1076.388888888889	CELL_LAST
11110-31	75.0	HIGH	1	202502.0	34000.0	457.1121269158376	457.1121269158376	CELL_LAST
11110-31	75.0	LOW	0				547.6439518901612	COMPLEX_MEAN
11110-31	75.0	MID	0				547.6439518901612	COMPLEX_MEAN
11110-31	84.0	HIGH	0				547.6439518901612	COMPLEX_MEAN
11110-31	84.0	LOW	0				547.6439518901612	COMPLEX_MEAN
11110-31	84.0	MID	1	202606.0	51500.0	614.3385422879637	614.3385422879637	CELL_LAST
11110-31	90.0	HIGH	1	202508.0	65000.0	725.8514796203239	725.8514796203239	CELL_LAST
11110-31	90.0	LOW	0				547.6439518901612	COMPLEX_MEAN
11110-31	90.0	MID	0				547.6439518901612	COMPLEX_MEAN
11110-31	123.0	HIGH	1	202507.0	58960.0	480.48243826908976	480.48243826908976	CELL_LAST
11110-31	123.0	LOW	0				547.6439518901612	COMPLEX_MEAN
11110-31	123.0	MID	1	202410.0	56500.0	460.4351723575911	460.4351723575911	CELL_LAST
11110-33	36.0	UNKNOWN	1	202509.0	26000.0	711.159737417943	711.159737417943	CELL_LAST
11110-34	60.0	HIGH	8	202606.0	91700.0	1529.6080066722268	1444.1201000834028	CELL_LAST
11110-34	60.0	LOW	10	202605.0	85000.0	1417.8482068390324	1344.787322768974	CELL_LAST
11110-34	60.0	MID	10	202606.0	91800.0	1531.276063386155	1442.535446205171	CELL_LAST
11110-34	84.0	HIGH	5	202605.0	117600.0	1385.1590106007066	1279.8586572438162	CELL_LAST
11110-34	84.0	LOW	8	202605.0	104000.0	1224.9705535924616	1198.4687868080093	CELL_LAST
11110-34	84.0	MID	9	202607.0	116000.0	1366.3133097762072	1318.8064389477815	CELL_LAST
11110-3467	36.0	UNKNOWN	20	202605.0	38484.0	1047.4686989657048	1068.4449550229897	CELL_LAST
11110-36	57.0	UNKNOWN	2	202604.0	51000.0	875.8371973209686	901.5971148892324	CELL_LAST
11110-37	54.0	HIGH	11	202605.0	80000.0	1462.5228519195612	1290.177829483131	CELL_LAST
11110-37	54.0	LOW	3	202511.0	64000.0	1170.0182815356488	1163.9244363193175	CELL_LAST
11110-37	54.0	MID	5	202604.0	77500.0	1416.819012797075	1271.2979890310785	CELL_LAST
11110-37	81.0	HIGH	20	202607.0	94000.0	1176.9124827845249	984.2243645924627	CELL_LAST
11110-37	81.0	LOW	5	202605.0	88000.0	1101.7904094152998	977.8389883560785	CELL_LAST
11110-37	81.0	MID	7	202607.0	93800.0	1174.4084136722172	953.8714697097067	CELL_LAST
11110-37	108.0	HIGH	2	202510.0	95500.0	895.7043706621647	869.9118364284375	CELL_LAST
11110-37	108.0	LOW	0				1069.6656985011691	COMPLEX_MEAN
11110-37	108.0	MID	2	202603.0	100500.0	942.5998874507596	900.3939223410241	CELL_LAST
11110-38	60.0	UNKNOWN	1	202411.0	44700.0	746.8671679197995	746.8671679197995	CELL_LAST
11110-4	69.0	UNKNOWN	1	202507.0	99000.0	1446.7338886453308	1446.7338886453308	CELL_LAST
11110-4	78.0	UNKNOWN	1	202412.0	109000.0	1383.5998984513835	1383.5998984513835	CELL_LAST
11110-4	84.0	UNKNOWN	0				1295.3343511008045	COMPLEX_MEAN
11110-4	105.0	UNKNOWN	1	202601.0	160000.0	1543.3587344458376	1543.3587344458376	CELL_LAST
11110-4	129.0	UNKNOWN	1	202604.0	104800.0	807.6448828606659	807.6448828606659	CELL_LAST
11110-40	57.0	UNKNOWN	1	202606.0	57700.0	1014.4163150492263	1014.4163150492263	CELL_LAST
11110-42	69.0	HIGH	0				1102.8601634130694	COMPLEX_MEAN
11110-42	69.0	LOW	1	202510.0	76500.0	1124.0082280340876	1124.0082280340876	CELL_LAST
11110-42	69.0	MID	1	202512.0	81300.0	1194.5342344989715	1194.5342344989715	CELL_LAST
11110-42	84.0	HIGH	3	202607.0	89000.0	1053.2544378698226	1106.508875739645	CELL_LAST
11110-42	84.0	LOW	3	202607.0	96000.0	1136.094674556213	1098.6193293885601	CELL_LAST
11110-42	84.0	MID	2	202602.0	90000.0	1065.0887573964496	1047.3372781065088	CELL_LAST
11110-42	120.0	HIGH	0				1102.8601634130694	COMPLEX_MEAN
11110-42	120.0	LOW	0				1102.8601634130694	COMPLEX_MEAN
11110-42	120.0	MID	0				1102.8601634130694	COMPLEX_MEAN
11110-43	60.0	UNKNOWN	2	202605.0	59000.0	999.8305371970853	833.5822689322097	CELL_LAST
11110-44	45.0	UNKNOWN	1	202604.0	32000.0	720.7207207207207	720.7207207207207	CELL_LAST
11110-44	60.0	UNKNOWN	1	202411.0	37800.0	642.9664908998129	642.9664908998129	CELL_LAST
11110-48	78.0	HIGH	3	202601.0	63300.0	803.8095238095239	781.147008285272	CELL_LAST
11110-48	78.0	LOW	0				771.9381712215887	COMPLEX_MEAN
11110-48	78.0	MID	0				771.9381712215887	COMPLEX_MEAN
11110-48	81.0	HIGH	3	202509.0	61000.0	754.4836116264688	762.7293341579057	CELL_LAST
11110-48	81.0	LOW	0				771.9381712215887	COMPLEX_MEAN
11110-48	81.0	MID	0				771.9381712215887	COMPLEX_MEAN
11110-51	60.0	HIGH	0				1092.3187020258138	COMPLEX_MEAN
11110-51	60.0	LOW	0				1092.3187020258138	COMPLEX_MEAN
11110-51	60.0	MID	1	202602.0	78500.0	1308.7695898632878	1308.7695898632878	CELL_LAST
11110-51	84.0	HIGH	3	202604.0	83000.0	984.812529663028	1059.9588672678374	CELL_LAST
11110-51	84.0	LOW	0				1092.3187020258138	COMPLEX_MEAN
11110-51	84.0	MID	1	202602.0	82000.0	972.9473184622686	972.9473184622686	CELL_LAST
11110-52	18.0	HIGH	0				933.4010143366806	COMPLEX_MEAN
11110-52	18.0	LOW	2	202504.0	18000.0	934.094447327452	934.094447327452	CELL_LAST
11110-52	18.0	MID	2	202605.0	25200.0	1307.7322262584328	1302.5428126621691	CELL_LAST
11110-52	30.0	HIGH	2	202506.0	26500.0	875.1651254953764	883.4214002642007	CELL_LAST
11110-52	30.0	LOW	0				933.4010143366806	COMPLEX_MEAN
11110-52	30.0	MID	0				933.4010143366806	COMPLEX_MEAN
11110-52	96.0	HIGH	0				933.4010143366806	COMPLEX_MEAN
11110-52	96.0	LOW	0				933.4010143366806	COMPLEX_MEAN
11110-52	96.0	MID	2	202512.0	69500.0	732.0412892353065	613.5453970929008	CELL_LAST
11110-68	30.0	HIGH	2	202607.0	17000.0	558.1089954038083	574.5239658568614	CELL_LAST
11110-68	30.0	LOW	0				566.1502164750019	COMPLEX_MEAN
11110-68	30.0	MID	0				566.1502164750019	COMPLEX_MEAN
11110-68	33.0	HIGH	1	202410.0	20000.0	614.6281499692686	614.6281499692686	CELL_LAST
11110-68	33.0	LOW	0				566.1502164750019	COMPLEX_MEAN
11110-68	33.0	MID	0				566.1502164750019	COMPLEX_MEAN
11110-68	54.0	HIGH	0				566.1502164750019	COMPLEX_MEAN
11110-68	54.0	LOW	0				566.1502164750019	COMPLEX_MEAN
11110-68	54.0	MID	0				566.1502164750019	COMPLEX_MEAN
11110-68	66.0	HIGH	1	202409.0	32500.0	500.92478421701605	500.92478421701605	CELL_LAST
11110-68	66.0	LOW	0				566.1502164750019	COMPLEX_MEAN
11110-68	66.0	MID	0				566.1502164750019	COMPLEX_MEAN
11110-7	84.0	HIGH	0				1125.9136995991512	COMPLEX_MEAN
11110-7	84.0	LOW	0				1125.9136995991512	COMPLEX_MEAN
11110-7	84.0	MID	1	202607.0	95500.0	1125.9136995991512	1125.9136995991512	CELL_LAST
11110-71	84.0	HIGH	1	202601.0	95000.0	1120.0188634755955	1120.0188634755955	CELL_LAST
11110-71	84.0	LOW	0				1022.8760539020404	COMPLEX_MEAN
11110-71	84.0	MID	1	202503.0	87000.0	1033.1314570716067	1033.1314570716067	CELL_LAST
11110-71	90.0	HIGH	0				1022.8760539020404	COMPLEX_MEAN
11110-71	90.0	LOW	0				1022.8760539020404	COMPLEX_MEAN
11110-71	90.0	MID	1	202509.0	93000.0	1021.3046343070503	1021.3046343070503	CELL_LAST
11110-71	111.0	HIGH	1	202606.0	118000.0	1067.5834615036642	1067.5834615036642	CELL_LAST
11110-71	111.0	LOW	3	202604.0	102000.0	922.8263819777436	1019.3311016616907	CELL_LAST
11110-71	111.0	MID	1	202605.0	111000.0	1004.2522392110739	1004.2522392110739	CELL_LAST
11110-71	132.0	HIGH	3	202603.0	140000.0	1049.9475026248688	982.4508774561273	CELL_LAST
11110-71	132.0	LOW	0				1022.8760539020404	COMPLEX_MEAN
11110-71	132.0	MID	0				1022.8760539020404	COMPLEX_MEAN
11110-73	60.0	HIGH	5	202607.0	66300.0	1105.9216013344453	1126.70714005877	CELL_LAST
11110-73	60.0	LOW	1	202507.0	69500.0	1158.9127897281974	1158.9127897281974	CELL_LAST
11110-73	60.0	MID	0				1044.6455001472457	COMPLEX_MEAN
11110-73	84.0	HIGH	6	202607.0	77000.0	906.6289885788295	974.3318026610149	CELL_LAST
11110-73	84.0	LOW	0				1044.6455001472457	COMPLEX_MEAN
11110-73	84.0	MID	1	202512.0	80000.0	941.9521959260567	941.9521959260567	CELL_LAST
11110-77	60.0	UNKNOWN	2	202605.0	64000.0	1069.8762955533266	1082.4139083918421	CELL_LAST
11110-77	84.0	UNKNOWN	2	202510.0	66500.0	782.4449935286505	803.0356512530886	CELL_LAST
11110-80	171.0	HIGH	0				686.9883582212349	COMPLEX_MEAN
11110-80	171.0	LOW	0				686.9883582212349	COMPLEX_MEAN
11110-80	171.0	MID	0				686.9883582212349	COMPLEX_MEAN
11110-80	243.0	HIGH	1	202411.0	167000.0	686.9883582212349	686.9883582212349	CELL_LAST
11110-80	243.0	LOW	0				686.9883582212349	COMPLEX_MEAN
11110-80	243.0	MID	0				686.9883582212349	COMPLEX_MEAN
11110-86	60.0	UNKNOWN	1	202503.0	48500.0	818.9800742992232	818.9800742992232	CELL_LAST
11110-86	84.0	UNKNOWN	1	202504.0	65500.0	772.041489863272	772.041489863272	CELL_LAST
11110-89	75.0	UNKNOWN	1	202603.0	42000.0	564.1370047011417	564.1370047011417	CELL_LAST
11110-89	84.0	UNKNOWN	1	202506.0	47000.0	553.3317635978337	553.3317635978337	CELL_LAST
11110-90	60.0	HIGH	4	202606.0	117980.0	1966.3333333333333	1688.375	CELL_LAST
11110-90	60.0	LOW	11	202601.0	109990.0	1833.1666666666667	1606.1666666666665	CELL_LAST
